Namespace(job_id=1, seed=5, test_batch_size=100, momentum=0.9, weight_decay=0.0001, data_path='./dataset/', dataset='cifar100', data_aug=0, model='PreActResNet18', lr=0.01, batch_size=64, ssize=64, method=<Method.KLDRO: 2>)
initial seed = 5
Epoch 0 | tr_loss=4.625 tr_acc=0.96 | te_loss=4.626 te_acc=0.91 | time=14.5
Epoch 1 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=43.0
Epoch 2 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=70.1
Epoch 3 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=97.1
Epoch 4 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=124.2
Epoch 5 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=151.3
Epoch 6 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=178.4
Epoch 7 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=205.7
Epoch 8 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=232.8
Epoch 9 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=260.1
Epoch 10 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=287.2
Epoch 11 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=314.4
Epoch 12 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=341.4
Epoch 13 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=368.5
Epoch 14 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=395.6
Epoch 15 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=422.9
Epoch 16 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=450.0
Epoch 17 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=477.1
Epoch 18 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=504.3
Epoch 19 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=531.5
Epoch 20 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=558.6
Epoch 21 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=585.7
Epoch 22 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=613.0
Epoch 23 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=640.2
Epoch 24 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=667.3
Epoch 25 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=694.7
Epoch 26 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=721.8
Epoch 27 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=748.8
Epoch 28 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=775.8
Epoch 29 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=803.0
Epoch 30 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=830.1
Epoch 31 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=857.3
Epoch 32 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=884.4
Epoch 33 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=911.4
Epoch 34 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=938.5
Epoch 35 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=965.5
Epoch 36 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=992.6
Epoch 37 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=1019.8
Epoch 38 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=1046.9
Epoch 39 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=1074.1
Epoch 40 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=1101.3
Epoch 41 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=1128.3
Epoch 42 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=1155.5
Epoch 43 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=1182.9
Epoch 44 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=1209.9
Epoch 45 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=1237.0
Epoch 46 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=1264.1
Epoch 47 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=1291.3
Epoch 48 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=1318.4
Epoch 49 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=1345.1
Epoch 50 | tr_loss=nan tr_acc=1.00 | te_loss=nan te_acc=1.00 | time=1372.3
