Namespace(job_id=1, seed=5, test_batch_size=100, momentum=0.9, weight_decay=0.0001, data_path='./dataset/', dataset='cifar100', data_aug=0, model='PreActResNet18', lr=0.01, batch_size=64, ssize=64, method=<Method.KLDRO: 2>)
initial seed = 5
Epoch 0 | tr_loss=4.625 tr_acc=0.97 | te_loss=4.626 te_acc=0.91 | time=11.2
Epoch 1 | tr_loss=3.921 tr_acc=12.96 | te_loss=3.906 te_acc=12.68 | time=31.8
Epoch 2 | tr_loss=3.808 tr_acc=16.35 | te_loss=3.823 te_acc=16.29 | time=48.6
Epoch 3 | tr_loss=3.597 tr_acc=20.96 | te_loss=3.597 te_acc=20.68 | time=65.4
Epoch 4 | tr_loss=3.422 tr_acc=24.91 | te_loss=3.476 te_acc=23.87 | time=82.2
Epoch 5 | tr_loss=3.097 tr_acc=28.97 | te_loss=3.118 te_acc=27.69 | time=99.1
Epoch 6 | tr_loss=2.899 tr_acc=30.63 | te_loss=2.960 te_acc=29.89 | time=116.1
Epoch 7 | tr_loss=2.883 tr_acc=34.46 | te_loss=2.983 te_acc=32.75 | time=133.2
Epoch 8 | tr_loss=2.799 tr_acc=35.19 | te_loss=2.919 te_acc=32.40 | time=150.3
Epoch 9 | tr_loss=2.440 tr_acc=38.91 | te_loss=2.620 te_acc=33.97 | time=167.3
Epoch 10 | tr_loss=1.790 tr_acc=52.34 | te_loss=2.110 te_acc=44.07 | time=184.1
Epoch 11 | tr_loss=1.588 tr_acc=54.91 | te_loss=2.020 te_acc=44.53 | time=201.0
Epoch 12 | tr_loss=1.459 tr_acc=57.52 | te_loss=1.974 te_acc=44.93 | time=218.1
Epoch 13 | tr_loss=1.304 tr_acc=60.39 | te_loss=1.941 te_acc=45.79 | time=234.8
Epoch 14 | tr_loss=1.207 tr_acc=63.83 | te_loss=1.921 te_acc=46.11 | time=251.6
Epoch 15 | tr_loss=1.104 tr_acc=67.04 | te_loss=1.931 te_acc=45.99 | time=268.5
Epoch 16 | tr_loss=0.998 tr_acc=70.88 | te_loss=1.902 te_acc=47.12 | time=285.4
Epoch 17 | tr_loss=0.907 tr_acc=74.61 | te_loss=1.895 te_acc=47.76 | time=302.1
Epoch 18 | tr_loss=0.802 tr_acc=78.52 | te_loss=1.892 te_acc=48.41 | time=318.7
Epoch 19 | tr_loss=0.701 tr_acc=82.55 | te_loss=1.913 te_acc=48.35 | time=335.5
Epoch 20 | tr_loss=0.614 tr_acc=85.87 | te_loss=1.941 te_acc=48.31 | time=352.4
Epoch 21 | tr_loss=0.519 tr_acc=89.28 | te_loss=1.951 te_acc=48.85 | time=369.5
Epoch 22 | tr_loss=0.444 tr_acc=91.61 | te_loss=1.997 te_acc=49.04 | time=386.3
Epoch 23 | tr_loss=0.369 tr_acc=94.32 | te_loss=2.037 te_acc=49.21 | time=403.2
Epoch 24 | tr_loss=0.303 tr_acc=95.84 | te_loss=2.100 te_acc=48.76 | time=419.9
Epoch 25 | tr_loss=0.238 tr_acc=97.75 | te_loss=2.161 te_acc=48.99 | time=436.6
Epoch 26 | tr_loss=0.182 tr_acc=98.65 | te_loss=2.227 te_acc=49.18 | time=453.3
Epoch 27 | tr_loss=0.143 tr_acc=98.89 | te_loss=2.322 te_acc=49.24 | time=470.0
Epoch 28 | tr_loss=0.106 tr_acc=99.47 | te_loss=2.392 te_acc=49.38 | time=486.9
Epoch 29 | tr_loss=0.083 tr_acc=99.52 | te_loss=2.481 te_acc=49.28 | time=503.8
Epoch 30 | tr_loss=0.060 tr_acc=99.91 | te_loss=2.444 te_acc=49.99 | time=520.9
Epoch 31 | tr_loss=0.055 tr_acc=99.93 | te_loss=2.474 te_acc=49.87 | time=537.7
Epoch 32 | tr_loss=0.051 tr_acc=99.93 | te_loss=2.483 te_acc=49.92 | time=554.4
Epoch 33 | tr_loss=0.049 tr_acc=99.94 | te_loss=2.498 te_acc=49.74 | time=571.4
Epoch 34 | tr_loss=0.046 tr_acc=99.98 | te_loss=2.506 te_acc=49.87 | time=588.2
Epoch 35 | tr_loss=0.044 tr_acc=99.95 | te_loss=2.528 te_acc=49.79 | time=605.2
Epoch 36 | tr_loss=0.042 tr_acc=99.96 | te_loss=2.534 te_acc=49.60 | time=622.1
Epoch 37 | tr_loss=0.040 tr_acc=99.97 | te_loss=2.551 te_acc=49.74 | time=638.8
Epoch 38 | tr_loss=0.038 tr_acc=99.98 | te_loss=2.557 te_acc=49.89 | time=655.5
Epoch 39 | tr_loss=0.037 tr_acc=99.97 | te_loss=2.566 te_acc=49.80 | time=672.3
Epoch 40 | tr_loss=0.035 tr_acc=99.97 | te_loss=2.577 te_acc=49.91 | time=689.1
Epoch 41 | tr_loss=0.034 tr_acc=99.97 | te_loss=2.595 te_acc=49.97 | time=706.0
Epoch 42 | tr_loss=0.032 tr_acc=99.98 | te_loss=2.607 te_acc=49.91 | time=723.0
Epoch 43 | tr_loss=0.031 tr_acc=99.98 | te_loss=2.598 te_acc=49.62 | time=739.6
Epoch 44 | tr_loss=0.030 tr_acc=99.97 | te_loss=2.612 te_acc=49.88 | time=756.5
Epoch 45 | tr_loss=0.029 tr_acc=99.98 | te_loss=2.624 te_acc=49.75 | time=773.3
Epoch 46 | tr_loss=0.028 tr_acc=99.98 | te_loss=2.647 te_acc=49.75 | time=790.0
Epoch 47 | tr_loss=0.027 tr_acc=99.96 | te_loss=2.643 te_acc=49.80 | time=807.3
Epoch 48 | tr_loss=0.027 tr_acc=99.96 | te_loss=2.657 te_acc=49.70 | time=824.1
Epoch 49 | tr_loss=0.026 tr_acc=99.98 | te_loss=2.657 te_acc=50.06 | time=840.9
Epoch 50 | tr_loss=0.026 tr_acc=99.97 | te_loss=2.653 te_acc=49.85 | time=857.7
