Namespace(job_id=1, seed=5, test_batch_size=100, momentum=0.9, weight_decay=0.0001, data_path='./dataset/', dataset='cifar10', data_aug=0, model='PreActResNet18', lr=0.01, batch_size=64, ssize=64, method=<Method.ZSCORE: 3>)
initial seed = 5
Epoch 0 | tr_loss=2.315 tr_acc=9.01 | te_loss=2.315 te_acc=8.86 | time=6.9
Epoch 1 | tr_loss=1.972 tr_acc=34.26 | te_loss=1.967 te_acc=34.03 | time=25.6
Epoch 2 | tr_loss=1.817 tr_acc=35.47 | te_loss=1.816 te_acc=35.05 | time=42.1
Epoch 3 | tr_loss=1.711 tr_acc=46.75 | te_loss=1.715 te_acc=46.43 | time=58.7
Epoch 4 | tr_loss=1.539 tr_acc=53.22 | te_loss=1.539 te_acc=52.89 | time=75.3
Epoch 5 | tr_loss=1.422 tr_acc=57.26 | te_loss=1.426 te_acc=56.11 | time=91.9
Epoch 6 | tr_loss=1.316 tr_acc=62.75 | te_loss=1.330 te_acc=61.75 | time=108.7
Epoch 7 | tr_loss=1.210 tr_acc=64.62 | te_loss=1.231 te_acc=63.28 | time=125.5
Epoch 8 | tr_loss=1.083 tr_acc=70.77 | te_loss=1.104 te_acc=68.93 | time=142.1
Epoch 9 | tr_loss=0.978 tr_acc=74.61 | te_loss=1.009 te_acc=71.94 | time=158.6
Epoch 10 | tr_loss=0.754 tr_acc=80.83 | te_loss=0.828 te_acc=76.63 | time=175.3
Epoch 11 | tr_loss=0.708 tr_acc=82.69 | te_loss=0.800 te_acc=77.54 | time=191.9
Epoch 12 | tr_loss=0.625 tr_acc=84.82 | te_loss=0.740 te_acc=77.71 | time=208.6
Epoch 13 | tr_loss=0.577 tr_acc=85.60 | te_loss=0.723 te_acc=76.91 | time=225.2
Epoch 14 | tr_loss=0.514 tr_acc=86.88 | te_loss=0.688 te_acc=77.59 | time=242.1
Epoch 15 | tr_loss=0.484 tr_acc=89.02 | te_loss=0.687 te_acc=77.54 | time=258.8
Epoch 16 | tr_loss=0.408 tr_acc=91.01 | te_loss=0.631 te_acc=79.24 | time=275.3
Epoch 17 | tr_loss=0.430 tr_acc=90.79 | te_loss=0.646 te_acc=78.72 | time=291.5
Epoch 18 | tr_loss=0.377 tr_acc=92.08 | te_loss=0.612 te_acc=79.50 | time=308.1
Epoch 19 | tr_loss=0.338 tr_acc=92.92 | te_loss=0.613 te_acc=79.31 | time=324.8
Epoch 20 | tr_loss=0.325 tr_acc=94.04 | te_loss=0.600 te_acc=79.93 | time=341.6
Epoch 21 | tr_loss=0.306 tr_acc=93.84 | te_loss=0.603 te_acc=79.44 | time=358.2
