Namespace(job_id=1, seed=5, test_batch_size=100, momentum=0.9, weight_decay=0.0001, data_path='./dataset/', dataset='cifar10', data_aug=0, model='PreActResNet18', lr=0.01, batch_size=64, ssize=64, method=<Method.KLDRO: 2>)
initial seed = 5
Epoch 0 | tr_loss=2.315 tr_acc=9.02 | te_loss=2.315 te_acc=8.85 | time=16.7
Epoch 1 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=49.4
Epoch 2 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=76.6
Epoch 3 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=103.8
Epoch 4 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=131.2
Epoch 5 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=158.4
Epoch 6 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=185.8
Epoch 7 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=213.2
Epoch 8 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=240.2
Epoch 9 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=267.3
Epoch 10 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=294.6
Epoch 11 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=321.9
Epoch 12 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=349.1
Epoch 13 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=376.2
Epoch 14 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=403.4
Epoch 15 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=430.6
Epoch 16 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=457.7
Epoch 17 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=484.9
Epoch 18 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=511.8
Epoch 19 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=538.8
Epoch 20 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=566.1
Epoch 21 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=593.4
Epoch 22 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=620.5
Epoch 23 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=647.7
Epoch 24 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=674.8
Epoch 25 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=702.0
Epoch 26 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=729.4
Epoch 27 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=756.6
Epoch 28 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=783.7
Epoch 29 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=810.7
Epoch 30 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=837.8
Epoch 31 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=864.9
Epoch 32 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=892.0
Epoch 33 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=919.2
Epoch 34 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=946.3
Epoch 35 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=973.5
Epoch 36 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=1000.7
Epoch 37 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=1027.8
Epoch 38 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=1054.9
Epoch 39 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=1081.9
Epoch 40 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=1109.1
Epoch 41 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=1136.3
Epoch 42 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=1163.6
Epoch 43 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=1190.9
Epoch 44 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=1218.0
Epoch 45 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=1245.2
Epoch 46 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=1272.3
Epoch 47 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=1299.3
Epoch 48 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=1326.5
Epoch 49 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=1353.6
Epoch 50 | tr_loss=nan tr_acc=10.00 | te_loss=nan te_acc=10.00 | time=1380.8
